,Name,Company,City,Ratings,Summary,Date
785,"Software Engineer, Intern (Summer 2021)",MemSQL,"San Francisco, CA 94107 (South of Market area)",NaN,MemSQL envisions a world where every business can make decisions in real time and every experience is optimized through data.,30+ days ago
786,Embedded Firmware QA Engineer - eero,Amazon.com Services LLC,"San Francisco, CA",3.6,"You will help the QA team validate software releases and ensure a great customer experience.
Black and gray box testing on driver and userspace embedded…",17 days ago
787,Senior FullStack Software QA Engineer (Contract),Sony Interactive Entertainment PlayStation,"San Francisco, CA",3.7,Ability to apply agile based software testing practices and procedures to ensure the highest level of software quality for all products tested.,30+ days ago
788,Senior Automation Engineer,Carta,"San Francisco, CA",3.8,"You have 5 years of test automation experience with extensive knowledge and practical experience with Javascript/Python.
Clarify the scope for automation.",30+ days ago
789,"Sr. Software Engineer, Core Services",GoodRx,"San Francisco, CA",5.0,"You will work as part of cross-functional squad comprised of product management, data analysts and other software engineers.",30+ days ago
790,"Senior Software Engineer, Member",SoFi,"San Francisco, CA 94105 (South Beach area)",3.2,"Architecting, designing, and delivering scalable highly-available services and/or creating responsive, performant, and maintainable java apps.",18 days ago
791,"SDK plus React.js Developer (SFO, CA)",Peer Solutions Group,"San Francisco, CA",NaN,"5-7 years of hands-on experience developing widgets using Javascript libraries preferably with at least 2 years of ReactJS.
Develop technical specs for Web SDK.",30+ days ago
792,Computer Vision Engineer -CV,Verkada,"San Mateo, CA 94401 (Central Business District area)",NaN,"Training deep learning networks using TensorFlow, Keras, Caffe, or similar.
1+ years of work or research experience with current neural net frameworks.",30+ days ago
793,Senior Software Engineer,Dun & Bradstreet,"San Mateo, CA",3.7,"Energetic with a passion for software development and emerging technologies.
Supporting and developing more junior engineers by providing advice and mentorship.",29 days ago
794,"Senior Software Engineer- Front End (San Francisco, CA)",Earnest,"San Francisco, CA 94110 (Mission area)",3.8,"On our client-side we use React/Redux for building new things and Angular for everything else.
Experience with server-side concepts, such as microservices,…",9 days ago
795,Senior Front End Software Engineer - Accessibility Focused,WorkBoard,"Redwood City, CA",NaN,5+ years of software development experience focused on SaaS applications and making web content more accessible according to WCAG 2.1.,10 days ago
796,Sr. Automation Test Engineer - CPO,Federal Reserve Bank of San Francisco,"San Francisco, CA 94105 (South Beach area)",4.1,"Typically requires three or more of professional experience in automation coding and software testing.
You should have successfully tested software components…",30+ days ago
797,Sr. Software Engineer - Platform,LeapYear,"San Francisco, CA",NaN,"The platform includes services for authentication, access control, logging, auditing and support for integration of data from a variety of data sources…",30+ days ago
798,Web Developer,"Spear Marketing Group, Inc","Walnut Creek, CA",NaN,"He/she will work side-by-side with our designers and production staff to keep projects on track.
Experience with Git version control.",30+ days ago
799,"Sr. Backend Engineer, Marketing Enablement",GoodRx,"San Francisco, CA",5.0,"Experience deploying and maintaining cloud-based web services (AWS preferred).
Design, implement, and maintain highly scalable and performant services.",3 days ago
800,Full-Stack Engineer,Penumbra US,"Alameda, CA",NaN,"Strong oral, written, and interpersonal communication skills.
Comply with quality system regulations, standards and procedures.",30+ days ago
801,"Software Engineer, Backend - App Engine",Blend Labs,"San Francisco, CA 94103 (South of Market area)",NaN,"5+ years of experience working on high-quality production software.
Our mission is to provide a scalable system that enables product teams to build new features…",30+ days ago
802,Sr. Software Engineer in Test | Opower,Oracle,"San Francisco, CA 94109 (Pacific Heights area)",3.8,"Specify, design and implement modest changes to existing software architecture to meet changing needs.
As a member of the software engineering division, you…",30+ days ago
803,Senior Software Engineer/Architect (.Net),"Aegis Treatment Centers, LLC","San Francisco, CA 94102 (Downtown area)",2.7,"Implement, refine, and enforce software development techniques to ensure that delivered features meet software integration, performance, security, and…",18 days ago
804,Senior Software Development Engineer,Phiar Technologies,"Redwood City, CA",NaN,"Most imporantly and be passionate about building scalable high quality software using.
Learning, computer vision, software optimization, and UX design.",30+ days ago
805,Software Engineering Manager,Fathom Health,"San Francisco, CA",NaN,"Coach engineers through the product delivery process.
Keep a constant pulse across the engineering department to ensure team satisfaction and health, continuous…",30+ days ago
806,Senior Software Engineer,"Upstart Network, Inc.","San Mateo, CA",NaN,"Work within all areas of the platform from our web interfaces and 3rd party API integrations to backend business logic.
Life insurance and disability benefits.",30+ days ago
807,Lead Senior Software Engineer with DevOps Experience,GoGoGrandparent,"San Francisco, CA",NaN,"We use time tracking software with remote employees.
Manage project priorities, deadlines and deliverables.
Design, develop, test, deploy, maintain and improve…",30+ days ago
808,Staff Software Engineer - Embedded Systems (Manufacturing Su...,Cruise,"San Francisco, CA (South Beach area)",2.8,"As a Senior Software Engineer you'll be responsible for designing, documenting, and implementing software in C++ and Python on Linux-based systems to support GM…",30+ days ago
809,Build Engineer,N3TWORK,"San Francisco, CA",NaN,"Develop and maintain software tools used by the development teams everyday.
Experience operating production services in AWS or another cloud environment.",30+ days ago
810,Principal Software Engineer (Full Stack),Drivetime,"San Francisco, CA",NaN,"7+ years in software development (mobile or game development experience is ideal).
Proven problem-solving abilities and discerning application of software…",30+ days ago
811,Android Engineer,Rylo,"San Francisco, CA",NaN,"2+ years of object-oriented software development experience.
Your very own Rylo camera on your first day!
Last but not least, have the ability to tackle very…",30+ days ago
812,Back-end (Product) Engineer [Python],Opsani,"Redwood City, CA 94063 (Downtown area)",NaN,"All this is in Docker and Kubernetes clusters, with continuous deployment making sure your code goes live to users multiple times every day.",30+ days ago
813,"Sr. Member Technical Staff San Francisco, CA",Pivotal,"San Francisco, CA 94103 (Yerba Buena area)",4.0,"Most engineers rotate between those teams on a regular basis, in order to learn from and contribute to both efforts.
Full Time/ Part Time: Full Time.",26 days ago
814,Localization Engineer,OSLsoft,"San Leandro, CA",NaN,"Experience with software development tools such as Visual Studio in C#.
Experience with software development tools such as Visual Studio in C#.",4 days ago
815,Senior Frontend Software Engineer,Panther Labs,"San Francisco, CA",NaN,"This includes building components to help analysts visualize threats, craft custom detections, query their logs, get an insight into their daily operations and…",30+ days ago
816,Senior Software Engineer - Backend (Remote),Carbon Health,"San Francisco, CA",2.6,"Competitive compensation with medical, dental, vision, 401K (with match), FSA Medical, FSA Dependent Care and other great benefits for full time & part time…",30+ days ago
817,DevOps Engineer,Lively,"San Francisco, CA",NaN,"We offer competitive salaries, stock options, medical, dental, vision, life and disability coverage, HSA with employer contribution, flexible vacation, commuter…",8 days ago
818,Full Stack Engineer,Castlight Health,"San Francisco, CA 94105 (Yerba Buena area)",3.2,Our team at Castlight is responsible for building some of the core architectural and infrastructural aspects of the Castlight system.,30+ days ago
